_Artist_ID,Biography,Start_Date_Disp,End_Date_Disp,Display_Name,First_Name,Last_Name,Nat_Culture_L2,Sort_Name,Artist_Code
497,,1894,1966,Ernest Fiene,Ernest,Fiene,American,"Fiene, Ernest",500000832
498,,,1850,E. E. Finch,E. E.,Finch,American,"Finch, E. E.",
499,,1921,2006,Herbert L. Fink,Herbert L.,Fink,American,"Fink, Herbert L.",
500,,1921,2006,Herbert Fink,Herbert,Fink,American,"Fink, Herbert",
501,,1925,,Joseph Fiore,Joseph,Fiore,American,"Fiore, Joseph",
502,,1440,1499,Adriano Fiorentino (Attributed To),Adriano,Fiorentino (Attributed To),Italian,"Fiorentino (Attributed To), Adriano",
503,,1948,,Eric Fischl,Eric,Fischl,American,"Fischl, Eric",500023590
504,,1938,,Janet Fish,Janet,Fish,American,"Fish, Janet",500030854
505,,1768,1847,Jonathan Fisher,Jonathan,Fisher,American,"Fisher, Jonathan",500089691
506,,1878,1961,Gertrude Fiske,Gertrude,Fiske,American,"Fiske, Gertrude",500017507
507,,1917,2004,Clark Fitzgerald,Clark,Fitzgerald,American,"Fitzgerald, Clark",
508,,1933,1996,Dan Flavin,Dan,Flavin,American,"Flavin, Dan",500021736
509,,1755,1826,John Flaxman,John,Flaxman,English,"Flaxman, John",500115449
510,,1944,,Richard Fleischner,Richard,Fleischner,American,"Fleischner, Richard",500126189
511,,,,J.G. Fletcher,J.G.,Fletcher,,"Fletcher, J.G.",
512,,1912,,Liza Foner,Liza,Foner,American,"Foner, Liza",
513,,1933,,Franco Fontana,Franco,Fontana,Italian,"Fontana, Franco",500104162
514,,1852,1931,Jean-Louis Forain,Jean-Louis,Forain,French,"Forain, Jean-Louis",500115211
515,,1934,,Llyn Foulkes,Llyn,Foulkes,American,"Foulkes, Llyn",500003139
516,,1809,1898,Obed Rice Fowler,Obed Rice,Fowler,American,"Fowler, Obed Rice",
517,,1922,2012,Gray Foy,Gray,Foy,American,"Foy, Gray",
518,"Work attributed to Follower of Frencesco Francia, Francesco Francia&#39;s dates were 1450 - c. 1517/18",,,Francia (Follower),,Francia (Follower),Italian,Francia (Follower),
519,,1967,,Michele Francis,Michele,Francis,American,"Francis, Michele",
520,,1941,,Patt Franklin,Patt,Franklin,American,"Franklin, Patt",
521,,1919,2013,Antonio Frasconi,Antonio,Frasconi,Uruguayan,"Frasconi, Antonio",500030189
522,,1876,1953,James Earle Fraser,James Earle,Fraser,American,"Fraser, James Earle",500010541
523,,1886,1966,Hans Freese,Hans,Freese,German,"Freese, Hans",
524,,1924,,Jane Freilicher,Jane,Freilicher,American,"Freilicher, Jane",500017408
525,,1919,2000,Ray H. French,Ray H.,French,American,"French, Ray H.",
526,,1850,1931,Daniel Chester French,Daniel Chester,French,American,"French, Daniel Chester",500009434
527,,1681,1752,Jakob Frey,Jakob,Frey,Swiss,"Frey, Jakob",
528,,1899,1981,Berndt Friberg,Berndt,Friberg,Swedish,"Friberg, Berndt",
529,,1924,1991,Elias Friedensohn,Elias,Friedensohn,American,"Friedensohn, Elias",500015158
530,,1948,,Nancy Friese,Nancy,Friese,American,"Friese, Nancy",
531,,1967,,Denise Froehlich,Denise,Froehlich,American,"Froehlich, Denise",
532,,1812,1873,Augustus Fuller,Augustus,Fuller,American,"Fuller, Augustus",
533,,1913,2003,Edwin Fulwider,Edwin,Fulwider,American,"Fulwider, Edwin",
534,,1741,1825,Henry Fuseli,Henry,Fuseli,Swiss,"Fuseli, Henry",500115235
535,,1913,1993,Galo Galecio,Galo,Galecio,Ecuadorian,"Galecio, Galo",500117520
536,,1869,1955,Sears Gallagher,Sears,Gallagher,American,"Gallagher, Sears",500335769
537,,,,M.G. Galland,M.G.,Galland,American,"Galland, M.G.",
538,,1887,1964,Roy C. Gamble,Roy C.,Gamble,American,"Gamble, Roy C.",500034150
539,,1734,1802,Gaetano Gandolfi,Gaetano,Gandolfi,Italian,"Gandolfi, Gaetano",500005315
540,,1916,2006,William Garnett,William,Garnett,American,"Garnett, William",
541,,1887,1969,Julian E(llsworth) Garnsey,Julian E(llsworth),Garnsey,American,"Garnsey, Julian E(llsworth)",
542,,1891,1915,Henri Gaudier-Brzeska,Henri,Gaudier-Brzeska,French,"Gaudier-Brzeska, Henri",500115741
543,,1804,1866,Sulpice-Guillaume Hippolyte Chevalier Gavarni,Sulpice-Guillaume Hippolyte Chevalier,Gavarni,French,"Gavarni, Sulpice-Guillaume Hippolyte Chevalier",
544,,1856,1937,Walter Gay,Walter,Gay,American,"Gay, Walter",500032023
545,,1918,,Thomas George,Thomas,George,American,"George, Thomas",500020554
546,,1865,1934,Vesper E. George,Vesper E.,George,American,"George, Vesper E.",
547,,1924,2012,Panos Ghikas,Panos,Ghikas,American,"Ghikas, Panos",
548,,1939,,Ralph Gibson,Ralph,Gibson,American,"Gibson, Ralph",500094623
549,,1818,1832,Ashiyuki Gigado,Ashiyuki,Gigado,Japanese,"Gigado, Ashiyuki",
550,,1915,1982,Ruth Gikow,Ruth,Gikow,American,"Gikow, Ruth",500008732
551,,1876,1955,Howard Giles,Howard,Giles,American,"Giles, Howard",500016173
552,,1936,2000,Gregory Gillespie,Gregory,Gillespie,American,"Gillespie, Gregory",500019458
553,,1634,1705,Luca Giordano,Luca,Giordano,Italian,"Giordano, Luca",500115457
554,,1870,1938,William Glackens,William,Glackens,American,"Glackens, William",
555,,,,Judy Ellis Glickman,Judy Ellis,Glickman,American,"Glickman, Judy Ellis",
556,,1800,1877,Ira Chaffee Goodel,Ira Chaffee,Goodel,American,"Goodel, Ira Chaffee",500087525
557,,1909,1989,Henri Goetz,Henri,Goetz,American,"Goetz, Henri",
558,,1911,,Lloyd Goff,Lloyd,Goff,American,"Goff, Lloyd",
559,,1953,,Jim Goldberg,Jim,Goldberg,American,"Goldberg, Jim",500073957
560,,,,T. Goldsmith,T.,Goldsmith,American,"Goldsmith, T.",
561,,1869,1944,Anne Goldthwaite,Anne,Goldthwaite,American,"Goldthwaite, Anne",500027445
562,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: &quot;Pauma Valley, Calif. A recorder of Indian folklore on ceramic surfaces at the Rincon Reservation...Her Indian Kachina Mask portrays the &quot;Great Spirit&quot; that brings good luck.&quot;",1901,1992,Genevieve Golsh,Genevieve,Golsh,American,"Golsh, Genevieve",
563,,1558,1617,Hendrik Goltzius,Hendrik,Goltzius,Dutch,"Goltzius, Hendrik",500023327
564,,1922,2004,Leon Golub,Leon,Golub,American,"Golub, Leon",500003430
565,,1970,,Juan Gomez,Juan,Gomez,"American, b. Colombia","Gomez, Juan",
566,,1864,1929,Arthur Clifton Goodwin,Arthur Clifton,Goodwin,American,"Goodwin, Arthur Clifton",500026360
567,,1966,,Douglas Gordon,Douglas,Gordon,Scottish,"Gordon, Douglas",500115974
568,,,,Gorham,,Gorham,American (Providence R.I.),Gorham,
569,,1953,,April Gornik,April,Gornik,American,"Gornik, April",500118770
570,,,,I.G. (?) Gosian (?),I.G. (?),Gosian (?),Mexican,"Gosian (?), I.G. (?)",
571,,1879/1883,1934,Leopold Gottlieb,Leopold,Gottlieb,Polish,"Gottlieb, Leopold",500094346
572,,1903,1974,Adolph Gottlieb,Adolph,Gottlieb,American,"Gottlieb, Adolph",500004904
573,,1967,,Elijah Gowin,Elijah,Gowin,American,"Gowin, Elijah",500345874
574,,1746,1828,Francisco (Jos&#233; de) Goya (y Lucientes),Francisco (Jos&#233; de),Goya (y Lucientes),Spanish,"Goya (y Lucientes), Francisco (Jos&#233; de)",
575,,1849,1893,Clement R. Grant,Clement R.,Grant,American,"Grant, Clement R.",500027311
576,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: &quot;New York, N.Y. Winnter of many distinguished awards...His paintings are in the Museum of Modern Art, Library of Congress, White House, Annapolis Naval Academy and many private collections...Painted murals in U.S Post Office, Kennebunkport, Maine.&quot;",,,Gordon Grant,Gordon,Grant,,"Grant, Gordon",
577,,1939,1995,Nancy Graves,Nancy,Graves,American,"Graves, Nancy",500001464
578,,1927,,David Wayne Gray,David Wayne,Gray,American,"Gray, David Wayne",
579,,1918,2004,Cleve Gray,Cleve,Gray,American,"Gray, Cleve",500017477
580,,1929,,Harry Greaver,Harry,Greaver,American,"Greaver, Harry",
581,,1918,1999,Stephan Greene,Stephan,Greene,American,"Greene, Stephan",500027001
582,,1966,,Lauren Greenfield,Lauren,Greenfield,American,"Greenfield, Lauren",500349177
583,,1769,1821,Benjamin Greenleaf,Benjamin,Greenleaf,American,"Greenleaf, Benjamin",500077864
584,,1942,,Mark Greenwold,Mark,Greenwold,American,"Greenwold, Mark",500075973
585,,1779,1854,Ethan Allen Greenwood,Ethan Allen,Greenwood,American,"Greenwood, Ethan Allen",500000162
586,,1727,1792,John Greenwood,John,Greenwood,American,"Greenwood, John",500003306
587,,1857,1927,Joseph H. Greenwood,Joseph H.,Greenwood,American,"Greenwood, Joseph H.",500062227
588,,1725,1805,Jean-Baptiste Greuze,Jean-Baptiste,Greuze,French,"Greuze, Jean-Baptiste",500000119
589,,1861,1935,Walter Griffin,Walter,Griffin,American,"Griffin, Walter",500024634
590,,,,G.J. Griffin,G.J.,Griffin,American,"Griffin, G.J.",
591,,1917,2014,John Grillo,John,Grillo,American,"Grillo, John",500013270
592,,1937,,Red Grooms,Red,Grooms,American,"Grooms, Red",500008450
593,,1904,1991,Chaim Gross,Chaim,Gross,American (b. Austria),"Gross, Chaim",500033064
594,,1921,1969,Sidney Gross,Sidney,Gross,American,"Gross, Sidney",
595,,1903,1986,Maurice Grosser,Maurice,Grosser,American,"Grosser, Maurice",
596,,1882,1931,Rudolf Grossman,Rudolf,Grossman,German,"Grossman, Rudolf",500018748
597,,1893,1959,George Grosz,George,Grosz,American (b. Germany),"Grosz, George",500014558
598,,1909,1988,Zvavar Gudnason,Zvavar,Gudnason,Icelandic,"Gudnason, Zvavar",500100530
599,,1929,,Henry Guerriero,Henry,Guerriero,American,"Guerriero, Henry",
600,,1873,1958,Olaf Gulbrannsson,Olaf,Gulbrannsson,Norwegian,"Gulbrannsson, Olaf",500019095
601,,1913,1980,Philip Guston,Philip,Guston,American (b. Canada),"Guston, Philip",500023901
602,,1835,1921,Axel H. Haig,Axel H.,Haig,Swedish,"Haig, Axel H.",500032599
603,,1865,1931,Philip Leslie Hale,Philip Leslie,Hale,American,"Hale, Philip Leslie",500015514
604,,,,Patience Haley,Patience,Haley,American,"Haley, Patience",
605,,1825,1913,George Henry Hall,George Henry,Hall,American,"Hall, George Henry",500020108
606,,,,G. R. Hall,G. R.,Hall,American,"Hall, G. R.",
607,,1923,2013,Beverly Hallam,Beverly,Hallam,American,"Hallam, Beverly",
608,,1872,1926,George Hallowell,George,Hallowell,American,"Hallowell, George",
609,,1917,2002,Francis E. Hamabe,Francis E.,Hamabe,American,"Hamabe, Francis E.",
610,,1837,1856,Sturtevant J. Hamblen,Sturtevant J.,Hamblen,,"Hamblen, Sturtevant J.",500005815
611,,1904,1985,Natalie Hays Hammond,Natalie Hays,Hammond,American,"Hammond, Natalie Hays",500102405
612,,,,Marc Hansen,Marc,Hansen,American,"Hansen, Marc",
613,,1940,,Dewitt Hardy,Dewitt,Hardy,American,"Hardy, Dewitt",500029804
614,,1809,1887,Mary Ann Hardy,Mary Ann,Hardy,American,"Hardy, Mary Ann",
615,,,,Pat Schloz Hardy,Pat Schloz,Hardy,American,"Hardy, Pat Schloz",
616,,1839,1934,Annie Eliza Hardy,Annie Eliza,Hardy,American,"Hardy, Annie Eliza",500030242
617,,1800,1888,Jeremiah Pearson Hardy,Jeremiah Pearson,Hardy,American,"Hardy, Jeremiah Pearson",500000213
618,,1877,1933,Walter Manley Hardy,Walter Manley,Hardy,American,"Hardy, Walter Manley",
619,,1800,1888,Jeremiah Hardy,Jeremiah,Hardy,American,"Hardy, Jeremiah",
620,,,1860,Joseph T. Harris,Joseph T.,Harris,American,"Harris, Joseph T.",
621,,1914,2003,Vincent Andrew Hartgen,Vincent Andrew,Hartgen,American,"Hartgen, Vincent Andrew",
622,,1877,1943,Marsden Hartley,Marsden,Hartley,American,"Hartley, Marsden",500012910
623,,1940,,Susan Hartnett,Susan,Hartnett,American,"Hartnett, Susan",500332831
624,,1876,1925,Ernest Haskell,Ernest,Haskell,American,"Haskell, Ernest",500008382
625,,1884,,Bernhard Hasler,Bernhard,Hasler,German,"Hasler, Bernhard",500332710
626,,1859,1935,Childe Hassam,Childe,Hassam,American,"Hassam, Childe",500018088
627,,,,Mrs. S. Hasselbarth,Mrs. S.,Hasselbarth,American,"Hasselbarth, Mrs. S.",
628,,1920,1998,John Hatch,John,Hatch,American,"Hatch, John",
629,,1856,1901,Charles Henry Hayden,Charles Henry,Hayden,American,"Hayden, Charles Henry",500006215
630,,1949,,Larry Hayden,Larry,Hayden,American,"Hayden, Larry",
631,,1901,1988,Stanley William Hayter,Stanley William,Hayter,English,"Hayter, Stanley William",500010689
632,,1883,1970,Erich Heckel,Erich,Heckel,German,"Heckel, Erich",500032971
633,,1867,1948,Thomas Theodor Heine,Thomas Theodor,Heine,German,"Heine, Thomas Theodor",500031323
634,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: For Vivika &amp; Otto Heino. &quot;Los Angeles, Calif. Exhibited at Ostend Exhibition, Belgium; International Academy of Ceramics, Cannes International Show and many national and international shows...Vivika Heino is a Southwest Craftsman Trustee and a member of the American Craftsman Council...Both are on the staff of the University of S. California.&quot;",1910,1995,Vivika Heino,Vivika,Heino,American,"Heino, Vivika",
635,,1891,1965,Arthur William Heintzelman,Arthur William,Heintzelman,American,"Heintzelman, Arthur William",500057101
636,,1909,2000,John (Edward) Heliker,John (Edward),Heliker,American,"Heliker, John (Edward)",500018919
637,,1865,1929,Robert Henri,Robert,Henri,American,"Henri, Robert",500005486
638,,1841,1919,E. W. Henry,E. W.,Henry,American,"Henry, E. W.",
639,,1921,1979,Hopkins Hensel,Hopkins,Hensel,American,"Hensel, Hopkins",500054273
640,,,,G. Henwood,G.,Henwood,,"Henwood, G.",
641,,1832,1932,Herman Herzog,Herman,Herzog,German,"Herzog, Herman",500024743
642,,1875,1931,Otto Hettner,Otto,Hettner,German,"Hettner, Otto",500103843
643,,1946,,Charles Hewitt,Charles,Hewitt,American,"Hewitt, Charles",
644,,1823,1890,Thomas Hicks,Thomas,Hicks,American,"Hicks, Thomas",500018244
645,,,,Yauchi Hidemine,Yauchi,Hidemine,Japanese,"Hidemine, Yauchi",
646,,,,Alison Hildreth,Alison,Hildreth,American,"Hildreth, Alison",
647,,1812,1879,John William Hill,John William,Hill,"American, b. England","Hill, John William",500002786
648,,1951,,Gary Hill,Gary,Hill,American,"Hill, Gary",500061240
649,,1813,1896,Thomas Hewes Hinckley,Thomas Hewes,Hinckley,American,"Hinckley, Thomas Hewes",500009040
650,,1880,1957,Arthur Mayger Hind,Arthur Mayger,Hind,English,"Hind, Arthur Mayger",500004425
651,,1797,1858,Utagawa (Ando) Hiroshige,Utagawa (Ando),Hiroshige,Japanese,"Hiroshige, Utagawa (Ando)",500019641
652,,1910,1981,Joseph Hirsch,Joseph,Hirsch,American,"Hirsch, Joseph",500011505
653,,1937,,David Hockney,David,Hockney,English,"Hockney, David",500017273
654,,1878,1955,Karl Hofer,Karl,Hofer,German,"Hofer, Karl",500015138
655,,1878,1955,Carl Hofer,Carl,Hofer,German,"Hofer, Carl",500015138
656,,1922,2009,Evelyn Hofer,Evelyn,Hofer,"American, b. Germany","Hofer, Evelyn",500012210
657,,1964,,Irene Hohenbuchler,Irene,Hohenbuchler,Austrian,"Hohenbuchler, Irene",500344957
658,,1760,1849,Hokusai (Copy),,Hokusai (Copy),Japanese,Hokusai (Copy),
659,,1805,1873,Jonas Holman,Jonas,Holman,American,"Holman, Jonas",
660,,1861,,H. Holtzbecher,H.,Holtzbecher,German,"Holtzbecher, H.",500146459
661,,1950,,Jenny Holzer,Jenny,Holzer,American,"Holzer, Jenny",500047276
662,,1836,1910,Winslow Homer,Winslow,Homer,American,"Homer, Winslow",500019202
663,,1604,1653,Gysbert Hondecoeter,Gysbert,Hondecoeter,Dutch,"Hondecoeter, Gysbert",
664,,1920,,Mervin Honig,Mervin,Honig,American,"Honig, Mervin",500078802
665,,1789,1844,Milton William Hopkins,Milton William,Hopkins,American,"Hopkins, Milton William",
666,,1882,1967,Edward Hopper,Edward,Hopper,American,"Hopper, Edward",500031212
667,,1758,1810,John Hoppner,John,Hoppner,English,"Hoppner, John",500013173
668,,1935,2002,Jerry Horning,Jerry,Horning,American,"Horning, Jerry",
669,,1865,1936,William Samuel Horton,William Samuel,Horton,American,"Horton, William Samuel",500024326
670,,,,C.L. Horton,C.L.,Horton,American,"Horton, C.L.",
671,,1872,1960,B. K. Howard,B. K.,Howard,American,"Howard, B. K.",
672,,1895,1974,Isabella Howland,Isabella,Howland,American,"Howland, Isabella",
673,,1950,,Tehching Hsieh,Tehching,Hsieh,American (b. China),"Hsieh, Tehching",500090725
674,,1876,1951,Charles Daniel Hubbard,Charles Daniel,Hubbard,American,"Hubbard, Charles Daniel",500058866
675,,1965,,Salomon Huerta,Salomon,Huerta,Mexican,"Huerta, Salomon",500114641
676,,1922,2005,John Hultberg,John,Hultberg,American,"Hultberg, John",500030565
677,,1962,,Gary Hume,Gary,Hume,English,"Hume, Gary",500115026
678,,1824,1879,William Morris Hunt,William Morris,Hunt,American,"Hunt, William Morris",500007307
679,,,,H. P. Hunt,H. P.,Hunt,American,"Hunt, H. P.",
680,,1935,,Richard Hunt,Richard,Hunt,American,"Hunt, Richard",
681,,,,Abby Huntoon,Abby,Huntoon,American,"Huntoon, Abby",
682,,1932,,Sidney Hurwitz,Sidney,Hurwitz,American,"Hurwitz, Sidney",500058201
683,,1938,,Howard Hussey,Howard,Hussey,American,"Hussey, Howard",
684,,1766,1855,Isaac Hutton,Isaac,Hutton,American,"Hutton, Isaac",
685,,1962,,Pierre Huyghe,Pierre,Huyghe,French,"Huyghe, Pierre",500116146
686,,1928,,Robert Indiana,Robert,Indiana,American,"Indiana, Robert",500015478
687,,1944,,William Ingham,William,Ingham,American,"Ingham, William",
688,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: &quot;Greene, ME. Operates Hiyoshi Kiln in Maine...specializes in Shibui Stoneware...exhibited widely...One man shows: University of Maine...Represented in Maine Crafts Exhibit, Colby College.&quot;",,,Caroline Ingraham,Caroline,Ingraham,,"Ingraham, Caroline",
689,,1825,1894,George Inness,George,Inness,American,"Inness, George",
690,,1917,,Dahlov Ipcar,Dahlov,Ipcar,American,"Ipcar, Dahlov",500054407
691,,1922,2002,Angelo Ippolito,Angelo,Ippolito,American (b.Italy),"Ippolito, Angelo",500026998
692,,1913,,Lewis Iselin,Lewis,Iselin,American,"Iselin, Lewis",
693,,1590/1608,1661,Israel Henriet,Israel,Henriet,French,"Henriet, Israel",500082521
694,,,,D.H. J,D.H.,J,,"J, D.H.",
695,,1947,,Nancy Jacob,Nancy,Jacob,American,"Jacob, Nancy",
696,,1934,,Yvonne Jacquette,Yvonne,Jacquette,American,"Jacquette, Yvonne",
697,,1888,1944,Wilhelm Jaeckel,Wilhelm,Jaeckel,German,"Jaeckel, Wilhelm",500028573
698,,,,J&#39;alto,,J&#39;alto,Danish,J&#39;alto,
699,,1960,,Merlin James,Merlin,James,English,"James, Merlin",500329176
700,,1930,,Philip J. Jameson,Philip J.,Jameson,American,"Jameson, Philip J.",
701,,1945,,Joel Janowitz,Joel,Janowitz,American,"Janowitz, Joel",500072415
702,,1885,1958,Franz M. Jansen,Franz M.,Jansen,German,"Jansen, Franz M.",500084362
703,,1883,1956,Richard Janthur,Richard,Janthur,German,"Janthur, Richard",500148179
704,,1780,1841,John Wesley Jarvis (Attributed To),John Wesley,Jarvis (Attributed To),"b. England, Painted In America","Jarvis (Attributed To), John Wesley",
705,,1955,,David Jeffrey,David,Jeffrey,American,"Jeffrey, David",
706,,1945,,Bill Jensen,Bill,Jensen,American,"Jensen, Bill",500062279
707,,1927,2009,Joseph Jeswald,Joseph,Jeswald,American,"Jeswald, Joseph",
708,,1824,1906,Eastman Johnson,Eastman,Johnson,American,"Johnson, Eastman",500008685
709,,1927,1995,Ray Johnson,Ray,Johnson,American,"Johnson, Ray",500006906
710,,1919,2010,Lester Johnson,Lester,Johnson,American,"Johnson, Lester",
711,,1936,,Joan Jonas,Joan,Jonas,American,"Jonas, Joan",500058309
712,,1909,1963,Joe Jones,Joe,Jones,American,"Jones, Joe",500124294
713,,1782,1854,John B. Jones,John B.,Jones,American,"Jones, John B.",
714,,?,,Michael Joseph,Michael,Joseph,American,"Joseph, Michael",
715,,1928,1994,Donald Judd,Donald,Judd,American,"Judd, Donald",500010358
716,,1912,,Jeannette Judson,Jeannette,Judson,American,"Judson, Jeannette",
717,,,,Jugtown Ware,,Jugtown Ware,,Jugtown Ware,
718,,1960,,Isaac Julien,Isaac,Julien,English,"Julien, Isaac",500122504
719,,1881,1965,L.H. Jungnickel,L.H.,Jungnickel,German,"Jungnickel, L.H.",500002313
720,,1952,,Tobi Kahn,Tobi,Kahn,American,"Kahn, Tobi",500089598
721,,,,Kaipianen,,Kaipianen,Finish,Kaipianen,
722,,1921,,Clemens Kalischer,Clemens,Kalischer,German,"Kalischer, Clemens",500343279
723,,1912,1985,Henry Kallem,Henry,Kallem,American,"Kallem, Henry",
724,,,,Norman Kanter,Norman,Kanter,American,"Kanter, Norman",
725,,1953,,David Kapp,David,Kapp,American,"Kapp, David",500089801
726,,1886,1952,Bernard Karfiol,Bernard,Karfiol,American,"Karfiol, Bernard",500018085
727,,1956,,Karen Karnes,Karen,Karnes,American,"Karnes, Karen",
728,,1952,,Barbara Kassel,Barbara,Kassel,American,"Kassel, Barbara",500331896
729,,1968,,Nina Katchadourian,Nina,Katchadourian,American,"Katchadourian, Nina",500116043
730,,1927,,Alex Katz,Alex,Katz,American,"Katz, Alex",500022493
731,,1969,,Ruth Katz,Ruth,Katz,American,"Katz, Ruth",
732,,1865,1957,Lee Lufkin Kaula,Lee Lufkin,Kaula,American,"Kaula, Lee Lufkin",500102625
733,,1871,1953,William Jurian Kaula,William Jurian,Kaula,American,"Kaula, William Jurian",500014821
734,"1926 - March 3, 2002. Obituary found in Google Newspapers:  http://news.google.com/newspapers?nid&#61;1001&amp;dat&#61;20020307&amp;id&#61;WR0lAAAAIBAJ&amp;sjid&#61;ORIGAAAAIBAJ&amp;pg&#61;1993,911724  ",1926,2002,Tauno Kauppi,Tauno,Kauppi,American,"Kauppi, Tauno",
735,,1924,,James Joseph Kearns,James Joseph,Kearns,American,"Kearns, James Joseph",
736,,1861,1943,Takeuchi Keishu,Takeuchi,Keishu,Japanese,"Keishu, Takeuchi",
737,,,,J.H. Keith,J.H.,Keith,American,"Keith, J.H.",
738,,1923,,Ellsworth Kelly,Ellsworth,Kelly,American,"Kelly, Ellsworth",500004975
739,,1892,1972,Clarence Kennedy,Clarence,Kennedy,American,"Kennedy, Clarence",500023920
740,,1849,1932,Edward G. Kennedy,Edward G.,Kennedy,American,"Kennedy, Edward G.",
741,,1816,1872,John Frederick Kensett,John Frederick,Kensett,American,"Kensett, John Frederick",500030726
742,,1882,1971,Rockwell Kent,Rockwell,Kent,American,"Kent, Rockwell",500006820
743,,1955,,William Kentridge,William,Kentridge,South African,"Kentridge, William",500116197
744,,1914,1980,William (Austin) Kienbusch,William (Austin),Kienbusch,American,"Kienbusch, William (Austin)",500021386
745,,1787,1867,Kikukawa Eizan,Kikukawa,Eizan,Japanese,"Eizan, Kikukawa",500121367
746,,1831,1903,Charles F. Kimball,Charles F.,Kimball,American,"Kimball, Charles F.",
747,,,,Anne Kimmell,Anne,Kimmell,,"Kimmell, Anne",
748,,1934,,Yoshiharu Kimura,Yoshiharu,Kimura,Japanese,"Kimura, Yoshiharu",
749,,1932,,Ronald King,Ronald,King,Brazilian,"King, Ronald",500118053
750,,1867,1947,Paul Bernard King,Paul Bernard,King,American,"King, Paul Bernard",
751,,1749,1819,Samuel King,Samuel,King,American,"King, Samuel",500013577
752,,1925,,William King,William,King,American,"King, William",500101535
753,,1911,1996,Joseph Wallace King,Joseph Wallace,King,American,"King, Joseph Wallace",
754,,1819,1881,Cyrus William King,Cyrus William,King,American,"King, Cyrus William",
755,,1785,1862,Charles Bird King,Charles Bird,King,American,"King, Charles Bird",500003108
756,,1880,1938,Ernst Ludwig Kirchner,Ernst Ludwig,Kirchner,German,"Kirchner, Ernst Ludwig",500027704
757,,1885,1972,Johannes S. Kjarval,Johannes S.,Kjarval,Icelandic,"Kjarval, Johannes S.",500056079
758,,1879,1940,Paul Klee,Paul,Klee,Swiss,"Klee, Paul",500010493
759,,1901,1987,Frank Kleinholz,Frank,Kleinholz,American,"Kleinholz, Frank",500048607
760,,1883,1949,Paul Kleinschmidt,Paul,Kleinschmidt,German,"Kleinschmidt, Paul",500013780
761,,1952,,Mark Klett,Mark,Klett,American,"Klett, Mark",500036862
762,,,,Svea Kline,Svea,Kline,,"Kline, Svea",
763,,1875,1949,Erich Klossowski,Erich,Klossowski,German,"Klossowski, Erich",500101853
764,,,,Major Knapp,Major,Knapp,,"Knapp, Major",
765,,1891,1971,Otto Karl Knaths,Otto Karl,Knaths,American,"Knaths, Otto Karl",
766,,1860,1880,Charles Knoll,Charles,Knoll,American,"Knoll, Charles",
767,,1875,1962,Nellie Augusta Knopf,Nellie Augusta,Knopf,American,"Knopf, Nellie Augusta",
768,,1832,1918,Helen Mary Knowlton,Helen Mary,Knowlton,American,"Knowlton, Helen Mary",500110444
769,,1893,1917,Wilhelm Kohlhoff,Wilhelm,Kohlhoff,German,"Kohlhoff, Wilhelm",500150436
770,,1886,1980,Oskar Kokoschka,Oskar,Kokoschka,Austrian,"Kokoschka, Oskar",500024536
771,,1877,1947,Georg Kolbe,Georg,Kolbe,German,"Kolbe, Georg",500004921
772,,1867,1945,Kathe Kollwitz,Kathe,Kollwitz,German,"Kollwitz, Kathe",500016751
773,,,,Sar Kong,Sar,Kong,Cambodian,"Kong, Sar",
774,,1609,1656,Salomon Koninck (Attributed To),Salomon,Koninck (Attributed To),Dutch,"Koninck (Attributed To), Salomon",
775,,1954,,Jeff Koons,Jeff,Koons,American,"Koons, Jeff",500118778
776,,1920,2009,Chaim Koppleman,Chaim,Koppleman,American,"Koppleman, Chaim",500049191
777,,1920,,Frances Kornbluth,Frances,Kornbluth,American,"Kornbluth, Frances",
778,,1826,1891,Edward Kranich,Edward,Kranich,American,"Kranich, Edward",
779,,1924,,Louise Kruger,Louise,Kruger,American,"Kruger, Louise",500079971
780,,1877,1959,Alfred Kubin,Alfred,Kubin,Austrian (b. Czechoslovakia),"Kubin, Alfred",500025783
781,,,,Kuhlman,,Kuhlman,,Kuhlman,
782,,1880,1949,Walt Kuhn,Walt,Kuhn,American,"Kuhn, Walt",500012372
783,,,,P. Kum,P.,Kum,American,"Kum, P.",
784,,1786,1864,Utagawa Kunisada,Utagawa,Kunisada,Japanese,"Kunisada, Utagawa",500121373
785,,1829,1874,Kuniteru Ii,,Kuniteru Ii,Japanese,Kuniteru Ii,
786,,1893,1953,Yasuo Kuniyoshi,Yasuo,Kuniyoshi,American (B . Japan),"Kuniyoshi, Yasuo",500023210
787,,1797,1861,Kuniyoshi,,Kuniyoshi,Japanese,Kuniyoshi,
788,,1922,1984,George Kunkel,George,Kunkel,American,"Kunkel, George",
789,,1909,1982,Lawrence Kupferman,Lawrence,Kupferman,American,"Kupferman, Lawrence",
790,,1835,1910,John La Farge,John,La Farge,American,"La Farge, John",500022926
791,,1877,1943,Jean Emile Laboureur,Jean Emile,Laboureur,French,"Laboureur, Jean Emile",500024072
792,,1877,1943,J.E. Laboureur,J.E.,Laboureur,French,"Laboureur, J.E.",500024072
