_Artist_ID,Biography,Start_Date_Disp,End_Date_Disp,Display_Name,First_Name,Last_Name,Nat_Culture_L2,Sort_Name,Artist_Code
793,,1886,1935,Gaston Lachaise,Gaston,Lachaise,American (b. France),"Lachaise, Gaston",500001766
794,,1953,,Justen Ladda,Justen,Ladda,German,"Ladda, Justen",500106166
795,,1893,1978,Richard Francis Lahey,Richard Francis,Lahey,American,"Lahey, Richard Francis",500026689
796,,1927,2002,Robert Lahotan,Robert,Lahotan,American,"Lahotan, Robert",
797,,,,Barbara Lainere,Barbara,Lainere,American,"Lainere, Barbara",
798,,1922,1993,Charles Lakofsky,Charles,Lakofsky,American,"Lakofsky, Charles",
799,,1860,1945,Rene Lalique,Rene,Lalique,French,"Lalique, Rene",500063396
800,,1905,1984,Armin Landeck,Armin,Landeck,American,"Landeck, Armin",500049275
801,,1804,1865,Fitz Henry Lane,Fitz Henry,Lane,American,"Lane, Fitz Henry",
802,,1895,1965,Dorothea Lange,Dorothea,Lange,American,"Lange, Dorothea",500007674
803,,,,H.D. Langhorne,H.D.,Langhorne,,"Langhorne, H.D.",
804,,1923,1977,Bernard Langlais,Bernard,Langlais,American,"Langlais, Bernard",500111567
805,,1904,1968,Ben Lassen,Ben,Lassen,American,"Lassen, Ben",
806,,1891,1985,Sidney Laufman,Sidney,Laufman,American,"Laufman, Sidney",500009087
807,,1905,1985,Clarence John Laughlin,Clarence John,Laughlin,American,"Laughlin, Clarence John",500004410
808,,1885,1956,Marie Laurencin,Marie,Laurencin,French,"Laurencin, Marie",500011424
809,,1921,2005,John (Louis) Laurent,John (Louis),Laurent,American,"Laurent, John (Louis)",500119497
810,,1890,1970,Robert Laurent,Robert,Laurent,"American, b. France","Laurent, Robert",500049308
811,,1917,2000,Jacob Lawrence,Jacob,Lawrence,American,"Lawrence, Jacob",500027690
812,,1892,1957,Robert Lawson,Robert,Lawson,American,"Lawson, Robert",500003104
813,,1887,1979,Bernard Leach,Bernard,Leach,English,"Leach, Bernard",500018779
814,,1914,2004,Amy Freeman Lee,Amy Freeman,Lee,American,"Lee, Amy Freeman",500343977
815,,1970,,Nikki S. Lee,Nikki S.,Lee,"American, b. Korea","Lee, Nikki S.",500121251
816,,1962,,Jocelyn Lee,Jocelyn,Lee,American (b. Italy),"Lee, Jocelyn",
817,,1881,1955,Fernand Leger,Fernand,Leger,French,"Leger, Fernand",500027374
818,,1944,1996,Jon Legere,Jon,Legere,American,"Legere, Jon",
819,,1892,1970,Edy Legrand,Edy,Legrand,French,"Legrand, Edy",
820,,1837,1911,Alphonse Legros,Alphonse,Legros,French,"Legros, Alphonse",500013515
821,,1966,,Lihua Lei,Lihua,Lei,"American, (b. Taiwan)","Lei, Lihua",
822,,1899,1989,Clare Leighton,Clare,Leighton,American,"Leighton, Clare",500109845
823,,1847,1898,Scott Leighton,Scott,Leighton,American,"Leighton, Scott",
824,,1939,1997,Susan Leites,Susan,Leites,American,"Leites, Susan",
825,,1957,,Annette Lemieux,Annette,Lemieux,American,"Lemieux, Annette",500115831
826,,1896,1976,Berman* Leonid,Berman*,Leonid,American (b. Russian),"Leonid, Berman*",500023200
827,,,,Lepine,,Lepine,French (Louis Xvi Period),Lepine,
828,,1913,1992,Jean Lerat,Jean,Lerat,French,"Lerat, Jean",
829,,,,William Lester,William,Lester,,"Lester, William",
830,,1947,,Julian Lethbridge,Julian,Lethbridge,American (b. Sri Lanka),"Lethbridge, Julian",500330931
831,,1876,1958,(Richard) Hayley Lever,(Richard) Hayley,Lever,American (b. Australia),"Lever, (Richard) Hayley",
832,,1915,2010,Jack Levine,Jack,Levine,American,"Levine, Jack",500017725
833,,1947,,Sherrie Levine,Sherrie,Levine,American,"Levine, Sherrie",500118782
834,,1881,1962,Martin Lewis,Martin,Lewis,American,"Lewis, Martin",500028815
835,,1882,1957,Wyndham Lewis,Wyndham,Lewis,English,"Lewis, Wyndham",500025826
836,,1941,,Michael H. Lewis,Michael H.,Lewis,American,"Lewis, Michael H.",
837,,,,Michael Lewis,Michael,Lewis,American,"Lewis, Michael",
838,,1928,2007,Sol LeWitt,Sol,LeWitt,American,"LeWitt, Sol",500115429
839,,,,Mark Libby,Mark,Libby,American,"Libby, Mark",
840,,1923,1997,Roy Lichtenstein,Roy,Lichtenstein,American,"Lichtenstein, Roy",500013596
841,,,,Liebert,,Liebert,American,Liebert,
842,,,,Pierpont Limner,Pierpont,Limner,American,"Limner, Pierpont",
843,,1880,1940,Edwin Hale Lincoln,Edwin Hale,Lincoln,American,"Lincoln, Edwin Hale",
844,,1916,1982,Stig Lindberg,Stig,Lindberg,Swedish,"Lindberg, Stig",
845,,1901,1978,Richard Lindner,Richard,Lindner,American (b. Germany),"Lindner, Richard",500024690
846,,,,Anita Linzer,Anita,Linzer,American (b. England),"Linzer, Anita",
847,,1857,1942,Philip Little,Philip,Little,American,"Little, Philip",500022548
848,,1902,1990,William Horace Littlefield,William Horace,Littlefield,American,"Littlefield, William Horace",500049475
849,,1906,1980,Ferdinand Lo Pinto,Ferdinand,Lo Pinto,American,"Lo Pinto, Ferdinand",500117108
850,,1899,1983,Charles W. Locke,Charles W.,Locke,American,"Locke, Charles W.",500024549
851,,1929,1969,George Lockwood,George,Lockwood,American,"Lockwood, George",
852,,1920,,Silvio Loffredo,Silvio,Loffredo,Italian,"Loffredo, Silvio",
853,,,,Greg Long,Greg,Long,American,"Long, Greg",
854,,,,Jack Lord,Jack,Lord,American,"Lord, Jack",
855,,,,Loudbinine,,Loudbinine,Russian,Loudbinine,
856,,1920,,Marchand Des Raux Louis,Marchand Des Raux,Louis,French,"Louis, Marchand Des Raux",
857,,,,Lovatt And Lovatt,,Lovatt And Lovatt,,Lovatt And Lovatt,
858,,1887,1974,Nancy Christine Jones Love,Nancy Christine Jones,Love,American,"Love, Nancy Christine Jones",
859,,1885,1975,Rupert Scott Lovejoy,Rupert Scott,Lovejoy,American,"Lovejoy, Rupert Scott",
860,,1935,,Jim Loveless,Jim,Loveless,American,"Loveless, Jim",
861,,,,Addie O. Lowe,Addie O.,Lowe,,"Lowe, Addie O.",
862,Obituary found in The Guardian: http://www.guardian.co.uk/artanddesign/2010/nov/18/gillian-lowndes-obituary  ,1936,2010,Gilliam Lowndes,Gilliam,Lowndes,English,"Lowndes, Gilliam",500097329
863,,1867,1933,George Luks,George,Luks,American,"Luks, George",
864,,1925,,David Lund,David,Lund,American,"Lund, David",500109751
865,,1878,1928,August F. Lundberg,August F.,Lundberg,American (b. Denmark),"Lundberg, August F.",500089224
866,,1902,,Geneva Cornell Macdonald,Geneva Cornell,Macdonald,American,"Macdonald, Geneva Cornell",
867,,1860,1950,Dodge Macknight,Dodge,Macknight,American,"Macknight, Dodge",500000716
868,,1876,1938,Donald Shaw Maclaughlan,Donald Shaw,Maclaughlan,American (b. Canada),"Maclaughlan, Donald Shaw",500050463
869,,1863,1937,Frederick Macmonnies,Frederick,Macmonnies,American,"Macmonnies, Frederick",
870,,,,James H. Macomber,James H.,Macomber,American,"Macomber, James H.",
871,,1875,1953,Elmer Livingston MacRae,Elmer Livingston,MacRae,American,"MacRae, Elmer Livingston",500084979
872,,1861,1944,Aristide Maillol,Aristide,Maillol,French,"Maillol, Aristide",500001596
873,,,,Majorowicz,,Majorowicz,,Majorowicz,
874,,1892,1963,Oronzio Maldarelli,Oronzio,Maldarelli,American (b. Italy),"Maldarelli, Oronzio",500049793
875,,,,Salvatore Mancini,Salvatore,Mancini,American,"Mancini, Salvatore",
876,,1832,1883,Edouard Manet,Edouard,Manet,French,"Manet, Edouard",500010363
877,,1937,,Robert Mangold,Robert,Mangold,American,"Mangold, Robert",500014482
878,,1936,,William Manning,William,Manning,American,"Manning, William",
879,,,,Paul Manno,Paul,Manno,,"Manno, Paul",
880,,1885,1966,Paul Manship,Paul,Manship,American,"Manship, Paul",500032239
1855,,1955,,Christian Marclay,Christian,Marclay,American,"Marclay, Christian",500116487
882,,1914,,Leo Manso,Leo,Manso,American,"Manso, Leo",500333725
883,,1837,1916,Edwin Warren Marble,Edwin Warren,Marble,American,"Marble, Edwin Warren",
884,,1913,2000,Conrad Marca-Relli,Conrad,Marca-Relli,American,"Marca-Relli, Conrad",500020522
885,,1889,1981,Gerhard Marcks,Gerhard,Marcks,German,"Marcks, Gerhard",500029431
886,,1929,,Marcia Marcus,Marcia,Marcus,American,"Marcus, Marcia",500021146
887,,1938,,Brice Marden,Brice,Marden,American,"Marden, Brice",500118786
888,,,,Margo Margolis,Margo,Margolis,American,"Margolis, Margo",
889,,1870,1953,John Marin,John,Marin,American,"Marin, John",500115368
890,,1898,1954,Reginald Marsh,Reginald,Marsh,American,"Marsh, Reginald",500016727
891,,1837,1906,William Edgar Marshall,William Edgar,Marshall,American,"Marshall, William Edgar",500118084
892,,1912,2004,Agnes Martin,Agnes,Martin,"American, b. Canada","Martin, Agnes",500024489
893,,1908,1990,Quinto Martini,Quinto,Martini,Italian,"Martini, Quinto",500062400
894,,1952,,Wally Mason,Wally,Mason,American,"Mason, Wally",
895,,1929,,Gregory Masurowsky,Gregory,Masurowsky,American,"Masurowsky, Gregory",500017577
896,,1869,1954,Henri Matisse,Henri,Matisse,French,"Matisse, Henri",500017300
897,,,,John Matt,John,Matt,American,"Matt, John",
898,,1940,,Harriett Matthews,Harriett,Matthews,American,"Matthews, Harriett",
899,,1862,1941,Frank Convers Matthewson,Frank Convers,Matthewson,American,"Matthewson, Frank Convers",
900,,1890,1972,Jan Matulka,Jan,Matulka,American (b. Czechoslovakia),"Matulka, Jan",500016408
901,,1868,1932,Alfred Henry Maurer,Alfred Henry,Maurer,American,"Maurer, Alfred Henry",500025666
902,,1935,2009,Michael Mazur,Michael,Mazur,American,"Mazur, Michael",500094336
903,,1945,,Paul Mccarthy,Paul,Mccarthy,American,"Mccarthy, Paul",500115653
904,,1859,1941,William J. McCloskey,William J.,McCloskey,American,"McCloskey, William J.",500006537
905,,1852,1903,George McConnell,George,McConnell,American,"McConnell, George",500336483
906,,1946,,Ann Mccoy,Ann,Mccoy,American,"Mccoy, Ann",500026074
907,,,1770,Thomas Mcilworth,Thomas,Mcilworth,American,"Mcilworth, Thomas",
908,Thomas McKenney and James Hall,,,McKenney and Hall,,McKenney and Hall,American,McKenney and Hall,
909,,1898,1976,John Mclaughlin,John,Mclaughlin,American,"Mclaughlin, John",500028436
910,,1952,,Melville McLean,Melville,McLean,Canadian,"McLean, Melville",
911,,1908,1995,George Mcneil,George,Mcneil,American,"Mcneil, George",500002998
912,,1900,1971,Roderic Mead,Roderic,Mead,American,"Mead, Roderic",
913,,1935,,Abbott Meader,Abbott,Meader,American,"Meader, Abbott",
914,,,,Nancy Meader,Nancy,Meader,American,"Meader, Nancy",
915,,19,,Mecarelli,,Mecarelli,Italian,Mecarelli,
916,,,,Margaret Meigs,Margaret,Meigs,American,"Meigs, Margaret",
917,,1895,1977,Leo Meissner,Leo,Meissner,American,"Meissner, Leo",
918,,1914,1973,Edward Melcarth,Edward,Melcarth,American,"Melcarth, Edward",500110034
919,,,,H.S. Mendelssohn,H.S.,Mendelssohn,,"Mendelssohn, H.S.",
920,,1896,1986,Sigmund Menkes,Sigmund,Menkes,American,"Menkes, Sigmund",
921,,1935,,Merkado,,Merkado,Israeli,Merkado,
922,,,,James Merrill,James,Merrill,American,"Merrill, James",
923,,1882,1963,Richard Summer Meryman,Richard Summer,Meryman,American,"Meryman, Richard Summer",500032308
924,,1883,1955,Felix Meseck,Felix,Meseck,German,"Meseck, Felix",500334652
925,,1883,1962,Ivan Mestrovic,Ivan,Mestrovic,Croatian,"Mestrovic, Ivan",500019590
926,,1917,2009,Olive Metcalf,Olive,Metcalf,American,"Metcalf, Olive",
927,,1858,1925,Willard Leroy Metcalf,Willard Leroy,Metcalf,American,"Metcalf, Willard Leroy",500030616
928,,1865,1928,Thomas Bufford Meteyard,Thomas Bufford,Meteyard,American,"Meteyard, Thomas Bufford",500032378
929,,,,Joan Myers,Joan,Myers,American,"Myers, Joan",
930,,1932,,Duane Michals,Duane,Michals,American,"Michals, Duane",500053930
931,,1940,,Diana Michener,Diana,Michener,American,"Michener, Diana",
932,,1914,1984,Raul Milian,Raul,Milian,Cuban,"Milian, Raul",500118201
933,,1891,1980,Henry Miller,Henry,Miller,American,"Miller, Henry",500338916
934,,1875,1943,Richard Emil Miller,Richard Emil,Miller,American,"Miller, Richard Emil",500014127
935,,1810,1874,Alfred Jacob Miller,Alfred Jacob,Miller,American,"Miller, Alfred Jacob",500003941
936,,1875,1955,Carl Milles,Carl,Milles,American (b. Sweden),"Milles, Carl",500021157
937,,1814,1875,Jean Francois Millet,Jean Francois,Millet,French,"Millet, Jean Francois",500012529
938,,,,Mingle,,Mingle,American,Mingle,
939,,1925,,Raymond Mintz,Raymond,Mintz,American,"Mintz, Raymond",
940,,1893,1983,Joan Miro,Joan,Miro,Spanish,"Miro, Joan",500014094
941,,1824,1886,Adolphe (Joseph Thomas) Monticelli,Adolphe (Joseph Thomas),Monticelli,French,"Monticelli, Adolphe (Joseph Thomas)",
942,,,,Moorcroft,,Moorcroft,English,Moorcroft,
943,,1927,,Robert Eric Moore,Robert Eric,Moore,American,"Moore, Robert Eric",500050455
944,,1898,1986,Henry Moore,Henry,Moore,American,"Moore, Henry",500032596
945,,1941,,John Moore,John,Moore,American,"Moore, John",
946,,1909,2002,Chavez Morado,Chavez,Morado,Mexican,"Morado, Chavez",
947,,1837,1926,Thomas Moran,Thomas,Moran,American (b. England),"Moran, Thomas",500015257
948,,,,Vesta Morehouse,Vesta,Morehouse,,"Morehouse, Vesta",
949,,1903,1999,Maud Morgan,Maud,Morgan,American,"Morgan, Maud",500037780
950,,1934,,Thomas Morin,Thomas,Morin,American,"Morin, Thomas",
951,,1905,1975,George L(ovett) K(ingsland) Morris,George L(ovett) K(ingsland),Morris,American,"Morris, George L(ovett) K(ingsland)",
952,,1958,,Elke Morris,Elke,Morris,German,"Morris, Elke",
953,,1946,,C. L. Morrison,C. L.,Morrison,American,"Morrison, C. L.",
954,,1791,1872,Samuel Finley Breese Morse (Attributed To),Samuel Finley Breese,Morse (Attributed To),American,"Morse (Attributed To), Samuel Finley Breese",
955,,,,Sylvia Morton,Sylvia,Morton,American,"Morton, Sylvia",
956,,,,Keith Morton,Keith,Morton,,"Morton, Keith",
957,,1935,,Robert Moskowitz,Robert,Moskowitz,American,"Moskowitz, Robert",
958,,1915,1991,Robert Motherwell,Robert,Motherwell,American,"Motherwell, Robert",500016415
959,,1929,2008,Donn Moulton,Donn,Moulton,American,"Moulton, Donn",
960,,1812,1870,Joseph Mozier,Joseph,Mozier,American,"Mozier, Joseph",500052979
961,,1914,1993,John Muench,John,Muench,American,"Muench, John",500051551
962,,,,A. R. Mulchahey,A. R.,Mulchahey,American,"Mulchahey, A. R.",
963,,1927,,Dean Mullavey,Dean,Mullavey,Canadian (b. USA),"Mullavey, Dean",
964,,1922,1958,Jan M&#252;ller,Jan,M&#252;ller,"American, b. Germany","M&#252;ller, Jan",500001212
965,,1896,1966,Alice C. Murphy,Alice C.,Murphy,American,"Murphy, Alice C.",
966,,1946,,Catherine Murphy,Catherine,Murphy,American,"Murphy, Catherine",500040908
967,,1940,2007,Elizabeth Murray,Elizabeth,Murray,American,"Murray, Elizabeth",500025911
968,,1881,1962,William Straite Murray,William Straite,Murray,English,"Murray, William Straite",500099037
969,,1881,1962,William Staite Murray,William Staite,Murray,English,"Murray, William Staite",500099037
970,,1909,2005,Antonio Music,Antonio,Music,Italian,"Music, Antonio",
971,,1882,1946,Elie Nadelman,Elie,Nadelman,American (b. Poland),"Nadelman, Elie",500032388
972,,1949,,Nabil Nahas,Nabil,Nahas,"American, b. Lebanon","Nahas, Nabil",
973,,1927,,Tadashi Nakayama,Tadashi,Nakayama,Japanese,"Nakayama, Tadashi",500340392
974,,,,Namako,,Namako,Japanese,Namako,
975,,,,Frank Nanatonis,Frank,Nanatonis,American,"Nanatonis, Frank",
976,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: &quot;Los Angeles, Calif. 1962- Represented in &quot;1000 Years of American Pottery,&quot; Museum of Contemporary Crafts, New York City...Otto Natzler-creeator of some of the most beautiful and aesthetically distinguished glazes of all times...In permanent collection of: Metropolitan Museum of Art, New York City; International Ceramic Museum, Faenza, Italy; Kunstgewerbe Museum, Zurch, Switzerland; Kantonal Museum, Bern, Switzerland...Also in many distinguished American Museums...Life Fellow, International Institute Arts &amp; Letters.&quot;",,,Otto And Gertrude Natzler,Otto And Gertrude,Natzler,,"Natzler, Otto And Gertrude",
977,,,,Gertrude Or Otto Natzler,Gertrude Or Otto,Natzler,American,"Natzler, Gertrude Or Otto",
978,,,,Harmon Neill,Harmon,Neill,American,"Neill, Harmon",
979,,1956,,Margaret Neill,Margaret,Neill,American,"Neill, Margaret",
980,,1924,,Emily Nelligan,Emily,Nelligan,American,"Nelligan, Emily",
981,,1933,,Lowell Nesbitt,Lowell,Nesbitt,American,"Nesbitt, Lowell",500023038
982,,1926,,Robert Stirling Neuman,Robert Stirling,Neuman,American,"Neuman, Robert Stirling",500349541
983,,1885,1973,Max Neumann,Max,Neumann,German,"Neumann, Max",
984,,1899,1988,Louise Nevelson,Louise,Nevelson,Ukrainian,"Nevelson, Louise",500001621
985,,1922,,Myron Nevelson,Myron,Nevelson,American,"Nevelson, Myron",
986,,,,Samuel Neville,Samuel,Neville,Irish (Dublin),"Neville, Samuel",
987,,1918,2006,Arnold Newman,Arnold,Newman,American,"Newman, Arnold",500025420
988,,1947,,Lee Newton,Lee,Newton,American,"Newton, Lee",500096276
989,,1932,,Don Nice,Don,Nice,American,"Nice, Don",500011009
990,,,,Birge Niogeuson,Birge,Niogeuson,Danish,"Niogeuson, Birge",
991,,1904,1988,Isamu Noguchi,Isamu,Noguchi,American,"Noguchi, Isamu",500008602
992,,1917,,Sidney Nolan,Sidney,Nolan,American,"Nolan, Sidney",500028209
993,,1867,1956,Emil Nolde,Emil,Nolde,German,"Nolde, Emil",500003109
994,,,,Barbara Nordberg,Barbara,Nordberg,American,"Nordberg, Barbara",
995,,1885,1957,Carl J. Nordell,Carl J.,Nordell,American,"Nordell, Carl J.",500096980
996,,1876,1965,Carl Harold Nordstrom,Carl Harold,Nordstrom,American,"Nordstrom, Carl Harold",500027571
997,,,,Barry Norling,Barry,Norling,American,"Norling, Barry",
998,,1957,,Joseph Norman,Joseph,Norman,American,"Norman, Joseph",
999,,1905,1997,Dorothy Norman,Dorothy,Norman,American,"Norman, Dorothy",500071933
1000,,1901,1959,Henri Nouveau,Henri,Nouveau,"b. Hungary, French","Nouveau, Henri",500099028
1001,,1886,,Wilhelm Nowak,Wilhelm,Nowak,German,"Nowak, Wilhelm",
1002,,1864,1951,George L. Noyes,George L.,Noyes,American (b. Canada),"Noyes, George L.",500073398
1003,,,,A. Noyes,A.,Noyes,American,"Noyes, A.",
1004,,1932,2004,Sid Oakley,Sid,Oakley,American,"Oakley, Sid",
1005,,1910,1983,Isidoro Ocampo,Isidoro,Ocampo,Mexican,"Ocampo, Isidoro",500098677
1006,,1874,1941,"Andrew O&#39;Connor, Jr.",Andrew,"O&#39;Connor, Jr.",American,"O&#39;Connor, Jr., Andrew",500102382
1007,,1844,1920,William Rudolph O&#39;donovan,William Rudolph,O&#39;donovan,American,"O&#39;donovan, William Rudolph",500267505
1008,,1890,1969,Eliot O&#39;hara,Eliot,O&#39;hara,American,"O&#39;hara, Eliot",500045115
1009,,1887,1986,Georgia O&#39;Keeffe,Georgia,O&#39;Keeffe,American,"O&#39;Keeffe, Georgia",500018666
1010,,1908,1982,Sigurjon Olafsson,Sigurjon,Olafsson,Icelandic,"Olafsson, Sigurjon",500121990
1011,,1929,,Claes Oldenburg,Claes,Oldenburg,"American, b. Sweden","Oldenburg, Claes",500029735
1012,,,,John O&#39;leary,John,O&#39;leary,,"O&#39;leary, John",
1013,,1926,missing since 1995,Sheridan Oman,Sheridan,Oman,American,"Oman, Sheridan",
1014,,1958,,Julian Opie,Julian,Opie,British,"Opie, Julian",500053934
1015,,1819,1897,Alfred T. Ordway,Alfred T.,Ordway,American,"Ordway, Alfred T.",
1016,,1890,1981,Gregory Orloff,Gregory,Orloff,American,"Orloff, Gregory",500125566
1017,,1904,1997,Elliot Orr,Elliot,Orr,American,"Orr, Elliot",500040913
1018,,,,Ossi,,Ossi,,Ossi,
1019,,,,Vivica Otto,Vivica,Otto,,"Otto, Vivica",
1020,,,,Vivika Otto,Vivika,Otto,,"Otto, Vivika",
1021,,1918,2010,Stephen Pace,Stephen,Pace,American,"Pace, Stephen",
1022,,1805,1881,Samuel Palmer,Samuel,Palmer,English,"Palmer, Samuel",500020452
1023,,1942,,Michael Palmer,Michael,Palmer,American,"Palmer, Michael",
1024,,,,Dee Parfitt,Dee,Parfitt,American,"Parfitt, Dee",
1025,,1927,,Robert Andrew Parker,Robert Andrew,Parker,American,"Parker, Robert Andrew",500095281
1026,,,,R. B. Parker,R. B.,Parker,,"Parker, R. B.",
1027,,1954,,Simon Parkes,Simon,Parkes,English,"Parkes, Simon",
1028,,1846,1932,Eva Allen Parks,Eva Allen,Parks,American,"Parks, Eva Allen",
1029,,1885,1930,Jules (Julius) Pascin (Pincas),Jules (Julius),Pascin (Pincas),French (b. Bulgaria),"Pascin (Pincas), Jules (Julius)",
1030,,,,Pasture Pottery,,Pasture Pottery,,Pasture Pottery,
1031,,1952,,Harry Pattison,Harry,Pattison,American,"Pattison, Harry",
1032,,1916,1999,Abbott Pattison,Abbott,Pattison,American,"Pattison, Abbott",
1033,,1852,1919,Ethel Paxson,Ethel,Paxson,American,"Paxson, Ethel",500334150
1034,,1741,1827,Charles Willson Peale,Charles Willson,Peale,American,"Peale, Charles Willson",500017914
1035,,1924,,Philip Pearlstein,Philip,Pearlstein,American,"Pearlstein, Philip",500011988
1036,,1884,1970,Waldo Peirce,Waldo,Peirce,American,"Peirce, Waldo",500124326
1037,,1849,1920,Frank Crawford Penfold,Frank Crawford,Penfold,American,"Penfold, Frank Crawford",500090855
1038,,1961,,Dee Peppe,Dee,Peppe,American,"Peppe, Dee",
1039,,1864,1950,Charles Hovey Pepper,Charles Hovey,Pepper,American,"Pepper, Charles Hovey",
1040,,1764,1838,Charles Percier,Charles,Percier,French,"Percier, Charles",500012660
1041,,1883,1964,Harley Manlius Perkins,Harley Manlius,Perkins,American,"Perkins, Harley Manlius",
1042,,1918,,Bernard Perlin,Bernard,Perlin,American,"Perlin, Bernard",500024499
1043,,1941,,Donald Perlis,Donald,Perlis,American,"Perlis, Donald",500104771
1044,,1848,1933,Lila Cabot Perry,Lila Cabot,Perry,American,"Perry, Lila Cabot",500026640
1045,,1915,2001,Gabor Peterdi,Gabor,Peterdi,American (b. Hungary),"Peterdi, Gabor",
1046,,1968,,Scott Peterman,Scott,Peterman,American,"Peterman, Scott",
1047,,1908,1996,Roger Tory Peterson,Roger Tory,Peterson,American,"Peterson, Roger Tory",
1048,,,,Pevier?,,Pevier?,,Pevier?,
1049,,1943,,Ellen Phelan,Ellen,Phelan,American,"Phelan, Ellen",500056225
1050,,1881,1973,Pablo (Ruiz Y) Picasso,Pablo (Ruiz Y),Picasso,Spanish,"Picasso, Pablo (Ruiz Y)",500009666
1052,,,,Pablo Picasso Edition,Pablo,Picasso Edition,,"Picasso Edition, Pablo",
1053,,1884,1970,Leona Pierce,Leona,Pierce,American,"Pierce, Leona",
1054,,1960,,Jack Pierson,Jack,Pierson,American,"Pierson, Jack",500116161
1055,"From collection file notes, found on typed index cards in an envelope addressed to Hugh, undated: &quot;Los Angeles, Calif. 1962- One man show at University of Maine...Has won many national awards...Exhibited at: Ceramics National, Syracuse, N.Y.; Art Institute of Chicago; Wichita Art Museum; Denver Colorado Art Museum; Oakland California Art Museum; Los Angeles Art Museum.&quot;",1909,1992,Polia Pillin,Polia,Pillin,American,"Pillin, Polia",
1056,,1742,1788,Robert Edge Pine,Robert Edge,Pine,American (b. England),"Pine, Robert Edge",500028067
1057,,1950,,Dennis Pinette,Dennis,Pinette,American,"Pinette, Dennis",
1058,,1720,1778,Giovanni Battista Piranesi,Giovanni Battista,Piranesi,Italian,"Piranesi, Giovanni Battista",500114965
1059,,1720,1778,Giovani Battista Piranesi,Giovani Battista,Piranesi,Italian,"Piranesi, Giovani Battista",500114965
1060,,1830,1903,Camille Pissarro,Camille,Pissarro,French,"Pissarro, Camille",500001924
1061,,1905,1983,Ogden A. Pleissner,Ogden A.,Pleissner,American,"Pleissner, Ogden A.",
1062,,1869,1932,George Plowman,George,Plowman,American,"Plowman, George",
1063,,,,Lisa Polhemus,Lisa,Polhemus,American,"Polhemus, Lisa",
1064,,1951,,Robert Polidori,Robert,Polidori,Canadian,"Polidori, Robert",500263766
1065,,1767,1822,Charles Peale Polk,Charles Peale,Polk,American,"Polk, Charles Peale",500030173
1066,,1912,1956,Jackson Pollock,Jackson,Pollock,American,"Pollock, Jackson",500015134
1067,,1937,,Larry Poons,Larry,Poons,American,"Poons, Larry",500019976
1068,,1918,2002,Anne Poor,Anne,Poor,American,"Poor, Anne",500102390
1069,,1888,1970,Henry Varnum Poor,Henry Varnum,Poor,American,"Poor, Henry Varnum",500006032
1070,,1881,1974,Arthur Pope,Arthur,Pope,American,"Pope, Arthur",500087892
1071,,1821,1880,John Pope,John,Pope,American,"Pope, John",500016024
1072,,1926,,Gilbert Portanier,Gilbert,Portanier,French,"Portanier, Gilbert",
1073,,1907,1975,Fairfield Porter,Fairfield,Porter,American,"Porter, Fairfield",500032358
1074,,1941,,Katherine Porter,Katherine,Porter,American,"Porter, Katherine",500006389
1075,,,,Edward Porter,Edward,Porter,American,"Porter, Edward",
1076,,1901,1990,Eliot Porter,Eliot,Porter,American,"Porter, Eliot",
1077,,,,Alfred Potter,Alfred,Potter,American,"Potter, Alfred",
1078,,1925,,Rudy O. Pozzatti,Rudy O.,Pozzatti,American,"Pozzatti, Rudy O.",500029096
1079,,,,Rudy Pozzatti,Rudy,Pozzatti,,"Pozzatti, Rudy",
1080,,1858,1924,Maurice Brazil Prendergast,Maurice Brazil,Prendergast,"American, b. Canada","Prendergast, Maurice Brazil",500004329
1081,,,,Frank Prenix,Frank,Prenix,American,"Prenix, Frank",
1082,,1943,,Douglas Prince,Douglas,Prince,American,"Prince, Douglas",500095098
1083,,1806,1873,William Matthew Prior,William Matthew,Prior,American,"Prior, William Matthew",500002566
1751,,1828,1862,Carl Wimar,Carl,Wimar,American,"Wimar, Carl",
1085,,1941,,Martin Puryear,Martin,Puryear,American,"Puryear, Martin",500009936
1086,,1931,1963,Kenneth Quick,Kenneth,Quick,England,"Quick, Kenneth",
1087,,1756,1823,Henry Raeburn,Henry,Raeburn,Scottish,"Raeburn, Henry",500032325
1088,,1888,1955,Waldemar Raemisch,Waldemar,Raemisch,American,"Raemisch, Waldemar",500333119
1089,,1939,,Lawrence Rakovan,Lawrence,Rakovan,American,"Rakovan, Lawrence",
1090,,,,Peter Ralston,Peter,Ralston,American,"Ralston, Peter",
1091,,,,Carl Raming,Carl,Raming,,"Raming, Carl",
1092,,1953,,William Rand,William,Rand,American,"Rand, William",
1093,,1953,,Willliam Rand,Willliam,Rand,American,"Rand, Willliam",
1094,,1953,,William Taylor Rand Mead,William Taylor,Rand Mead,American,"Rand Mead, William Taylor",
1095,,8/27/68,,Deborah Randall,Deborah,Randall,American,"Randall, Deborah",
1096,,1925,2008,Robert Rauschenberg,Robert,Rauschenberg,American,"Rauschenberg, Robert",500002941
1097,,1897,1963,Bernard Reder,Bernard,Reder,American (b. Romania),"Reder, Bernard",500195493
1098,,1869,1965,Edward Willis Redfield,Edward Willis,Redfield,American,"Redfield, Edward Willis",500001839
1099,,1869,1958,Henry Newton Redman,Henry Newton,Redman,American,"Redman, Henry Newton",
