_Objects_1_ID,File_Name,IsPrimary,View_1,height,width
4536,1995.491_001,1,,5494,4540
4537,1995.492_001,1,,4340,7036
4538,1995.493_001,1,,4340,7036
4539,1995.494_001,1,,4340,7036
4540,1995.495_001,1,,4340,7036
4541,1995.496_001,1,,4632,6434
4541,1995.496_002,0,,6362,4288
4542,1995.497_001,1,,3390,6406
4543,1995.498_001,0,,4340,7036
4543,1995.498_002,1,,4340,7036
4544,1995.499_001,1,,5494,4540
4545,1995.500_001,1,,5494,4540
4546,1995.501_001,1,,5272,4166
4547,1995.502_001,1,,5494,4540
4548,1995.503_001,1,,5494,4540
4549,1995.504_001,1,,4742,6400
4550,1995.505_001,1,,7176,5388
4553,1995.508_001,1,,7168,5382
4554,1995.509_001,1,,7124,5348
4555,1995.510_001,1,,7134,5356
4556,1995.511_001,1,,7086,5320
4557,1995.512_001,1,,7134,5356
4558,1995.513_001,1,,7050,5292
4559,1995.514_001,1,,7124,5348
4560,1995.515_001,1,,7164,5378
4561,1995.516_001,1,,7014,5266
4562,1995.517_001,1,,7106,5336
4563,1995.518_001,1,,7056,5298
4564,1995.519_001,1,,7090,5322
4565,1995.520_001,1,,4638,7202
4566,1995.521_001,1,,4638,7202
4567,1995.522_001,1,,4638,7202
4568,1995.523_001,1,,4638,7202
4569,1995.524_001,1,,4638,7202
4570,1995.525_001,1,,4638,7202
4571,1995.526_001,1,,4638,7202
4572,1995.527_001,1,,4638,7202
4573,1995.528_001,1,,4638,7202
4574,1995.529_001,1,,4638,7202
4575,1995.530_001,1,,4638,7202
4576,1995.531_001,1,,4638,7202
4577,1995.532_001,1,,4864,6994
4578,1995.533_001,1,,5930,4830
4579,1995.534_001,1,,5706,4976
4580,1995.535_001,1,,4924,5502
4581,1995.536_001,1,,5706,5228
4582,1995.537_001,1,,4752,4652
4583,1995.538_001,1,,5706,3970
4584,1995.539_001,1,,4752,4652
4585,1995.540_001,1,,4788,6506
4586,1995.541_001,1,,4788,6506
4588,1995.543_001,1,,4864,6146
4619,1996.029_001,1,,7230,5428
4636,1996.046_001,1,,7018,4360
4637,1996.047_001,1,,7018,4360
4638,1996.048_001,1,,7018,4360
4639,1996.049_001,1,,7018,4910
4640,1996.050_001,1,,7018,4950
4645,1996.055_001,1,,5428,7230
4646,1996.056_001,1,,5428,7230
4650,1996.060_001,1,,4544,6892
4651,1996.061_001,1,,4490,6812
4652,1996.062_001,1,,5406,5570
4653,1996.063_001,1,primary,6368,5414
4654,1996.064_001,1,,5186,6958
4655,1996.065_001,1,,6402,5420
4656,1996.066_001,1,,7230,5428
4657,1996.067_001,1,,5246,6626
4658,1996.068_001,1,,5034,5580
4659,1996.069_001,1,,6432,5404
4660,1996.070_001,1,,7130,5354
4668,1996.078_001,1,,5428,7230
4669,1996.079_001,1,,7230,5428
4670,1996.080_001,1,,5428,7230
4671,1996.081_001,1,,7230,5428
4675,1996.085_001,1,,5428,7230
4678,1996.088_001,1,,7132,4094
4679,1996.089_001,1,,3368,7182
4680,1996.090_001,1,,3304,7198
4681,1996.091_001,1,,4242,7198
4682,1996.092_001,1,,7050,4454
4707,1997.007_001,1,,5428,7230
4708,1997.008_001,1,,5428,7230
4709,1997.009_001,1,,7156,4102
4710,1997.010_001,1,,4338,6592
4711,1997.011_001,1,,6666,5368
4712,1997.012_001,1,,4232,6958
4713,1997.013_001,1,,5074,5544
4714,1997.014_001,1,,5340,7114
4715,1997.015_001,1,,6202,4328
4716,1997.016_001,1,,6672,4340
4717,1997.017_001,1,,7188,4792
4718,1997.018_001,1,,7114,5340
4719,1997.019_001,1,,7042,4494
4720,1997.020_001,1,,5020,6770
4721,1997.021_001,1,,7196,5036
4722,1997.022_001,1,,7196,4572
4723,1997.023_001,1,,7026,4580
4724,1997.024_001,0,,7174,4612
4728,1997.028_001,1,,7230,5428
4742,1997.042_001,1,,7230,5428
4754,1997.055_001,1,,7230,5428
4755,1997.056_001,1,,7230,5428
4756,1997.057_001,1,,7230,5428
4757,1997.058_001,1,,7230,5428
4758,1997.059_001,1,,7230,5428
4759,1997.060_001,1,,7230,5428
4760,1997.061_001,1,,7230,5428
4761,1997.062_001,1,,7230,5428
4762,1997.063_001,1,,7230,5428
4763,1997.064_001,1,,7230,5428
4764,1997.065_001,1,,7230,5428
4765,1997.066_001,1,,7230,5428
4766,1997.067_001,1,,7230,5428
5185,2003.003_001,1,,7230,5428
6199,2008.222_001,1,,7760,10328
6893,006.2010_002,0,006.2010_002_cd.jpg,3523,4200
82,008.2007_002,0,008.2007_002_cd.jpg,5428,7230
82,008.2007_003,0,008.2007_003_cd.jpg,5428,7230
181,2013.048_002,0,021.2005_002_cd.jpg,7138,5358
358,047.2007_002,0,047.2007_002_cd.jpg,5428,7230
390,056.2007_002,0,056.2007_002_cd.jpg,7230,5428
390,056.2007_003,0,056.2007_003_cd.jpg,7230,5428
570,2013.070.A_002,0,162.2004.A_002_cd.jpg,0,0
572,2013.088_002,0,163.2004_002_cd.jpg,7230,5428
572,2013.088_003,0,163.2004_003_cd.jpg,7230,5428
573,2013.066_002,0,164.2004_002_cd.jpg,7048,5290
573,2013.066_003,0,164.2004_003_cd.jpg,7178,5388
574,2013.062_002,0,165.2004_002_cd.jpg,7230,5428
575,2013.092_002,0,166.2004_002_cd.jpg,5428,7230
576,2013.069_002,0,167.2004_002_cd.jpg,5428,7230
576,2013.069_003,0,167.2004_003_cd.jpg,5428,7230
577,2013.061_002,0,168.2004_002_cd.jpg,7230,5428
577,2013.061_003,0,168.2004_003_cd.jpg,7230,5428
577,2013.061_004,0,168.2004_004_cd.jpg,7048,5290
7598,2012.004_001,1,,7665,10201
580,2013.089_002,0,170.2004_002_cd.jpg,7230,5428
580,2013.089_003,0,170.2004_003_cd.jpg,7230,5428
580,2013.089_004,0,170.2004_004_cd.jpg,7150,5368
582,2013.063_002,0,172.2004_002_cd.jpg,7230,5428
582,2013.063_003,0,172.2004_003_cd.jpg,7230,5428
582,2013.063_004,0,172.2004_004_cd.jpg,7230,5428
583,2013.068_002,0,173.2004_002_cd.jpg,7230,5428
583,2013.068_003,0,173.2004_003_cd.jpg,7230,5428
583,2013.068_004,0,173.2004_004_cd.jpg,6796,5102
584,2013.082_002,0,174.2004_002_cd.jpg,5428,7230
584,2013.082_003,0,174.2004_003_cd.jpg,5428,7230
584,2013.082_004,0,174.2004_004_cd.jpg,5428,7230
585,2013.085_002,0,175.2004_002_cd.jpg,7230,5428
585,2013.085_003,0,175.2004_003_cd.jpg,7230,5428
586,2013.094_002,0,176.2004_002_cd.jpg,5428,7230
586,2013.094_003,0,176.2004_003_cd.jpg,5428,7230
586,2013.094_004,0,176.2004_004_cd.jpg,5428,7230
586,2013.094_005,0,176.2004_005_cd.jpg,5428,7230
587,2013.059.A_002,0,177.2004.A_002_cd.jpg,3072,2458
587,2013.059.A_003,0,177.2004.A_003_cd.jpg,6370,5096
589,2013.064_002,0,178.2004_002_cd.jpg,6998,5254
589,2013.064_003,0,178.2004_003_cd.jpg,7230,5428
590,2013.075_002,0,179.2004_002_cd.jpg,5428,7230
590,2013.075_003,0,179.2004_003_cd.jpg,5428,7230
592,2013.051.A_002,0,181.2004.A_002_cd.jpg,3072,2458
592,2013.051.A_003,0,181.2004.A_003_cd.jpg,5314,7080
594,2013.049.A_002,0,182.2004.A_002_cd.jpg,3334,2666
6862,2009.119_002,0,3/4 view of proper right,6719,5375
595,2013.049.B_002,1,182.2004.B_002_cd.jpg,5428,7230
596,2013.067_002,0,183.2004_002_cd.jpg,5290,7048
596,2013.067_003,0,183.2004_003_cd.jpg,5428,7230
596,2013.067_004,0,183.2004_004_cd.jpg,5044,6718
598,2013.053_002,0,185.2004_002_cd.jpg,5428,7230
598,2013.053_003,0,185.2004_003_cd.jpg,5428,7230
598,2013.053_004,0,185.2004_004_cd.jpg,5428,7230
599,2013.073_002,0,186.2004_002_cd.jpg,7230,5428
599,2013.073_003,0,186.2004_003_cd.jpg,7230,5428
600,2013.072_002,0,187.2004_002_cd.jpg,7230,5428
600,2013.072_003,0,187.2004_003_cd.jpg,7230,5428
601,2013.076.A_002,0,188.2004.A_002_cd.jpg,0,0
601,2013.076.A_003,0,188.2004.A_003_cd.jpg,0,0
602,2013.076.B_002,0,188.2004.B_002_cd.jpg,2922,2338
603,2013.074_002,0,189.2004_002_cd.jpg,5428,7230
603,2013.074_003,0,189.2004_003_cd.jpg,5164,6878
604,2013.086.A_002,0,190.2004.A_002_cd.jpg,7230,5428
604,2013.086.A_003,0,190.2004.A_003_cd.jpg,7230,5428
604,2013.086.A_004,0,190.2004.A_004_cd.jpg,1825,3072
604,2013.086.A_005,0,190.2004.A_005_cd.jpg,7230,5428
605,2013.086.B_002,0,190.2004.B_002_cd.jpg,7230,5428
605,2013.086.B_003,0,190.2004.B_003_cd.jpg,7230,5428
606,2013.079_002,0,191.2004_002_cd.jpg,7138,5358
607,2013.080_002,0,192.2004_002_cd.jpg,7230,5428
608,2013.081_002,0,193.2004_002_cd.jpg,7098,5328
609,2013.083.A_002,0,194.2004.A_002_cd.jpg,3072,1780
610,2013.083.B_002,0,194.2004.B_002_cd.jpg,3344,4180
620,2013.054.A_002,0,195.2004.A_002_cd.jpg,5428,7230
620,2013.054.A_003,0,195.2004.A_003_cd.jpg,7230,5428
620,2013.054.A_004,1,195.2004.A_004_cd.jpg,5428,7230
621,2013.054.B_002,0,195.2004.B_002_cd.jpg,5428,7230
621,2013.054.B_003,0,195.2004.B_003_cd.jpg,7230,5428
622,2013.054.C_002,0,195.2004.C_002_cd.jpg,5428,7230
623,2013.054.D_002,0,195.2004.D_002_cd.jpg,7230,5428
623,2013.054.D_003,0,195.2004.D_003_cd.jpg,5428,7230
4146,1995.093_002,0,1995.093_002_cd.jpg,2480,6838
4146,1995.093_003,0,1995.093_003_cd.jpg,2314,6731
4146,1995.093_004,0,1995.093_004_cd.jpg,2480,7004
4148,1995.095_002,0,1995.095_002_cd.jpg,7230,5428
4150,1995.097_002,0,1995.097_002_cd.jpg,2900,6628
4186,1995.133_002,0,1995.133_002_cd.jpg,5390,6444
6283,2013.022_001,1,,7230,5428
5280,2003.056_002,0,2003.056_002_cd.jpg,7230,5428
5280,2003.056_003,0,2003.056_003_cd.jpg,7230,5428
5281,2003.057_002,0,2003.057_002_cd.jpg,7230,5428
5281,2003.057_003,0,2003.057_003_cd.jpg,7230,5428
82,008.2007_001,1,,5428,7230
181,2013.048_001,1,,7048,5290
358,047.2007_001,1,,5428,7230
390,056.2007_001,1,,7230,5428
570,2013.070.A_001,1,,0,0
571,2013.070.B_001,1,,3158,3948
572,2013.088_001,1,,7230,5428
573,2013.066_001,1,,7138,5358
574,2013.062_001,1,,6796,5102
575,2013.092_001,1,,5428,7230
576,2013.069_001,1,,5428,7230
577,2013.061_001,1,,7230,5428
578,2013.090.A_001,1,,0,0
579,2013.090.B_001,1,,0,0
580,2013.089_001,1,,7230,5428
581,2013.058_001,1,,7136,5358
582,2013.063_001,1,,7230,5428
583,2013.068_001,1,,3072,2458
584,2013.082_001,1,,5428,7230
585,2013.085_001,1,,7230,5428
586,2013.094_001,1,,5428,7230
587,2013.059.A_001,1,,0,0
588,2013.059.B_001,1,,7230,5428
589,2013.064_001,1,,6998,5254
590,2013.075_001,1,,5428,7230
591,2013.093_001,1,,4532,5666
592,2013.051.A_001,1,,0,0
593,2013.051.B_001,1,,3072,2458
594,2013.049.A_001,1,,4092,3274
595,2013.049.B_001,0,,5086,6774
596,2013.067_001,1,,5290,7048
597,2013.078_001,1,,7180,5390
598,2013.053_001,1,,5428,7230
599,2013.073_001,1,,7230,5428
600,2013.072_001,1,,7224,5422
601,2013.076.A_001,1,,0,0
602,2013.076.B_001,1,,2950,2360
603,2013.074_001,1,,5164,6878
604,2013.086.A_001,1,,7230,5428
605,2013.086.B_001,1,,7230,5428
606,2013.079_001,1,,7048,5290
607,2013.080_001,1,,7230,5428
608,2013.081_001,1,,7230,5428
609,2013.083.A_001,1,,0,0
610,2013.083.B_001,1,,3474,4342
620,2013.054.A_001,0,,5428,7230
621,2013.054.B_001,1,,5428,7230
622,2013.054.C_001,1,,5428,7230
623,2013.054.D_001,1,,5428,7230
2882,1976.011_001,1,,5376,6942
3142,1981.074_001,1,,5378,6598
3144,1981.076_001,1,,4982,6760
3145,1981.077_001,1,,5042,6734
4146,1995.093_001,1,,2254,6702
4148,1995.095_001,1,,7230,5428
4150,1995.097_001,1,,2854,6604
4186,1995.133_001,1,,5386,6512
4199,1995.146_001,1,,3974,5814
4616,1996.026_001,1,,4201,6763
6282,2013.021_001,1,,5428,7230
5280,2003.056_001,1,,7230,5428
5281,2003.057_001,1,,7230,5428
5523,2006.018_001,1,,5384,6682
5524,2006.019_001,1,,5126,6978
5525,2006.020_001,1,,4744,5958
5526,2006.021_001,1,,5056,5880
5527,2006.022_001,1,,5376,6504
5528,2006.023_001,1,,6626,5192
5529,2006.024_001,1,,5004,6372
5530,2006.025_001,1,,4994,6712
5531,2006.026_001,1,,4936,7002
5532,2006.027_001,1,,5134,6396
5533,2006.028_001,1,,4834,6498
5534,2006.029_001,1,,5224,6568
5535,2006.030_001,1,,5106,6338
5536,2006.031_001,1,,4736,6438
5537,2006.032_001,1,,5218,6354
5538,2006.033_001,1,,6168,4806
5539,2006.034_001,1,,5190,5922
5540,2006.035_001,1,,5376,6122
5541,2006.036_001,1,,4962,6388
5542,2006.037_001,1,,3834,5870
5543,2006.038_001,1,,4650,6596
5544,2006.039_001,1,,5110,6606
5545,2006.040_001,1,,5142,6268
5546,2006.041_001,1,,4936,6614
408,2013.385_002,0,062.2003_002_cd.jpg,5396,7186
408,2013.385_003,0,062.2003_003_cd.jpg,5428,7230
408,2013.385_004,0,062.2003_004_cd.jpg,5428,7230
408,2013.385_005,0,062.2003_005_cd.jpg,7230,5428
408,2013.385_006,0,062.2003_006_cd.jpg,7230,5428
408,2013.385_007,0,062.2003_007_cd.jpg,5428,7230
408,2013.385_008,0,062.2003_008_cd.jpg,7230,5428
408,2013.385_009,0,062.2003_009_cd.jpg,7230,5428
408,2013.385_010,0,062.2003_010_cd.jpg,7230,5428
408,2013.385_011,0,062.2003_011_cd.jpg,7230,5428
408,2013.385_012,0,062.2003_012_cd.jpg,7230,5428
408,2013.385_013,0,062.2003_013_cd.jpg,5390,7180
408,2013.385_014,0,062.2003_014_cd.jpg,5390,7180
408,2013.385_015,0,062.2003_015_cd.jpg,5390,7180
408,2013.385_016,0,062.2003_016_cd.jpg,5428,7230
408,2013.385_017,0,062.2003_017_cd.jpg,5428,7230
408,2013.385_018,0,062.2003_018_cd.jpg,7196,5402
408,2013.385_019,0,062.2003_019_cd.jpg,5316,7082
408,2013.385_020,0,062.2003_020_cd.jpg,7230,5428
408,2013.385_021,0,062.2003_021_cd.jpg,5428,7230
408,2013.385_022,0,062.2003_022_cd.jpg,5428,7230
408,2013.385_023,0,062.2003_023_cd.jpg,7230,5428
408,2013.385_024,0,062.2003_024_cd.jpg,7164,5378
408,2013.385_025,0,062.2003_025_cd.jpg,7164,5378
1420,1960.250_002,0,1960.250_002_cd.jpg,5358,7138
1420,1960.250_003,0,1960.250_003_cd.jpg,5358,7138
1420,1960.250_004,0,1960.250_004_cd.jpg,5358,7138
1420,1960.250_005,0,1960.250_005_cd.jpg,5358,7138
1420,1960.250_006,0,1960.250_006_cd.jpg,5358,7138
1420,1960.250_007,0,1960.250_007_cd.jpg,5358,7138
1420,1960.250_008,0,1960.250_008_cd.jpg,5358,7138
1420,1960.250_009,0,1960.250_009_cd.jpg,5358,7138
1420,1960.250_010,0,1960.250_010_cd.jpg,5358,7138
3126,1981.058_002,0,1981.058_002_cd.jpg,7230,5428
3126,1981.058_003,0,1981.058_003_cd.jpg,5428,7230
3127,1981.059_002,0,1981.059_002_cd.jpg,5428,7230
3127,1981.059_003,0,1981.059_003_cd.jpg,5428,7230
3127,1981.059_004,0,1981.059_004_cd.jpg,5428,7230
3127,1981.059_005,0,1981.059_005_cd.jpg,5428,7230
5608,2007.038_002,0,2007.038_002_cd.jpg,7230,5428
5608,2007.038_003,0,2007.038_003_cd.jpg,7230,5428
5608,2007.038_004,0,2007.038_004_cd.jpg,7230,5428
5608,2007.038_005,0,2007.038_005_cd.jpg,7230,5428
5608,2007.038_006,0,2007.038_006_cd.jpg,7230,5428
5608,2007.038_007,0,2007.038_007_cd.jpg,7230,5428
5608,2007.038_008,0,2007.038_008_cd.jpg,7230,5428
5608,2007.038_009,0,2007.038_009_cd.jpg,7230,5428
5608,2007.038_010,0,2007.038_010_cd.jpg,7230,5428
5608,2007.038_011,0,2007.038_011_cd.jpg,7230,5428
5608,2007.038_012,0,2007.038_012_cd.jpg,7230,5428
5608,2007.038_013,0,2007.038_013_cd.jpg,7230,5428
10,2013.481_001,1,,7178,5388
11,2013.425_001,1,,5428,7230
12,2013.477_001,1,,5358,7138
21,2013.406_001,1,,7138,5358
22,2013.439_001,1,,5428,7230
23,2013.432_001,1,,7138,5358
31,2013.346_001,1,,7138,5358
32,2013.484_001,1,,5358,7138
41,2013.440_001,1,,7112,5338
43,2013.487_001,1,,7230,5428
46,004.2007_001,1,,5354,7130
51,2013.450_001,1,,7050,5294
52,2013.353_001,1,,7114,5340
53,2013.419_001,1,,7164,5378
55,005.2007_001,1,,7082,5316
60,2013.413_001,1,,6982,5242
62,2013.485_001,1,,7230,5428
64,006.2007_001,1,,5358,7138
68,2013.320_001,1,,5382,7170
70,2013.351_001,1,,7230,5428
72,2013.414_001,1,,7230,5428
73,2013.478_001,1,,7180,5390
77,2013.408_001,1,,7196,5402
78,2013.358_001,1,,7230,5428
79,2013.332_001,1,,7230,5428
81,2013.389_001,1,,7196,5402
85,2013.314_001,1,,7196,5402
86,2013.359_001,1,,7180,5390
87,2013.382_001,1,,7230,5428
89,2013.498_001,1,,7230,5428
90,009.2007_001,1,,7230,5428
93,2013.410_001,1,,5428,7230
94,2013.379_001,1,,5390,7180
95,2013.466_001,1,,7230,5428
97,010.2006_001,1,,7230,5428
98,010.2007_001,1,,5428,7230
101,2013.330_001,1,,7146,5366
102,2013.334_001,1,,7230,5428
103,2013.374_001,1,,5414,7212
104,2013.394_001,1,,5316,7082
105,011.2006_001,1,,7230,5428
106,011.2007_001,1,,5390,7180
109,2013.460_001,1,,7230,5428
110,2013.336_001,1,,7230,5428
111,2013.415_001,1,,7180,5390
113,012.2006_001,1,,7196,5402
114,012.2007_001,1,,7146,5366
116,2013.052_001,1,,5390,7180
117,2013.499_001,1,,7230,5428
118,2013.405_001,1,,7212,5414
120,013.2006_001,1,,7230,5428
121,013.2007_001,1,,5414,7212
123,2013.397_001,1,,5428,7230
125,014.2004_001,1,,5428,7230
128,014.2007_001,1,,5428,7230
131,2013.400_001,1,,5388,7176
136,015.2007_001,1,,7230,5428
139,2013.422_001,1,,7230,5428
140,2013.446_001,1,,7230,5428
144,016.2007_001,1,,7196,5402
147,2013.348_001,1,,5428,7230
148,2013.494_001,1,,7230,5428
149,2013.329_001,1,,5428,7230
150,2013.361_001,1,,7230,5428
151,017.2007_001,1,,5428,7230
154,2013.368_001,1,,5428,7230
155,2013.313_001,1,,7230,5428
157,2013.416_001,1,,7230,5428
158,2013.390_001,1,,7230,5428
159,018.2007_001,1,,5428,7230
162,2013.321_001,1,,5428,7230
165,2013.426_001,1,,7114,5340
166,2013.490_001,1,,5428,7230
167,019.2007_001,1,,7230,5428
170,2013.315_001,1,,5428,7230
172,2013.341_001,1,,5428,7230
174,2013.350_001,1,,7130,5354
175,020.2007_001,1,,5340,7114
178,2013.312_001,1,,7230,5428
180,2013.376_001,1,,5428,7230
182,2013.403_001,1,,5402,7196
183,021.2007_001,1,,5428,7230
186,2013.462_001,1,,7230,5428
187,2013.372_001,1,,7230,5428
190,2013.342_001,1,,5428,7230
191,022.2007_001,0,,5328,7098
191,022.2007_002,1,,5428,7230
194,2013.420_001,1,,7230,5428
195,2013.442_001,1,,7230,5428
197,2013.354_001,0,,7230,5428
197,2013.354_002,0,,6972,5234
197,2013.354_003,0,,7098,5328
198,2013.428_001,1,,7230,5428
199,023.2007_001,1,,7130,5354
202,2013.387_001,1,,5428,7230
203,2013.492_001,1,,3072,2112
204,2013.322_001,1,,5428,7230
207,024.2007_001,1,,5428,7230
210,2013.445_001,1,,7164,5378
211,2013.435_001,1,,5428,7230
213,2013.388_001,1,,7180,5390
214,025.2007_001,1,,7180,5390
217,026.2002_001,1,,7130,5354
218,2013.365_001,1,,7196,5402
219,2013.453_001,1,,5390,7180
221,026.2006_001,1,,7230,5428
226,2013.352_001,1,,7180,5390
227,2013.401_001,1,,5402,7196
229,027.2006_001,1,,5358,7138
234,2013.423_001,1,,7230,5428
235,2013.418_001,1,,7180,5390
236,028.2006_001,1,,7114,5340
241,2013.326_001,1,,5390,7180
242,2013.398_001,1,,5428,7230
244,029.2006_001,1,,5378,7164
248,2013.497_001,1,,5428,7230
249,2013.473_001,1,,5428,7230
255,2013.429_001,1,,7230,5428
256,2013.349_001,1,,5428,7230
257,2013.317_001,1,,7180,5390
258,2013.343_001,1,,7230,5428
261,2013.459_001,1,,7230,5428
262,2013.433_001,1,,5402,7196
263,2013.464_001,1,,7230,5428
264,2013.378_001,1,,7230,5428
267,2013.411_001,1,,7164,5378
268,2013.455_001,1,,7230,5428
269,2013.469_001,1,,5350,7128
270,2013.362_001,1,,5428,7230
273,2013.424_001,1,,7230,5428
274,2013.325_001,1,,5428,7230
275,2013.338_001,1,,5358,7138
276,2013.363_001,1,,5378,7164
280,2013.454_001,1,,7230,5428
281,2013.437_001,1,,5378,7164
282,2013.393_001,1,,5428,7230
285,2013.465_001,1,,7098,5328
286,2013.479_001,1,,5428,7230
287,2013.366_001,1,,5402,7196
288,2013.311_001,1,,7230,5428
291,2013.373_001,1,,5428,7230
292,2013.355_001,1,,7230,5428
293,2013.328_001,1,,5428,7230
294,2013.395_001,1,,5428,7230
297,2013.356_001,1,,7230,5428
298,2013.345_001,1,,7230,5428
299,2013.381_001,1,,5428,7230
300,2013.447_001,1,,7230,5428
304,2013.489_001,1,,7230,5428
305,2013.318_001,1,,7230,5428
306,2013.340_001,1,,5428,7230
311,2013.407_001,1,,7230,5428
312,2013.421_001,1,,5428,7230
313,2013.319_001,1,,5428,7230
318,2013.427_001,1,,5428,7230
319,2013.488_001,1,,5428,7230
320,2013.495_001,1,,5428,7230
325,2013.476_001,1,,5428,7230
326,2013.335_001,1,,5428,7230
327,2013.458_001,1,,7180,5390
332,2013.357_001,1,,5428,7230
333,2013.377_001,1,,7146,5366
334,2013.443_001,1,,7230,5428
339,2013.451_001,1,,5428,7230
340,2013.333_001,1,,7230,5428
341,2013.409_001,1,,7230,5428
345,2013.482_001,1,,5390,7180
346,2013.344_001,1,,5428,7230
347,2013.438_001,1,,5428,7230
351,2013.412_001,1,,5428,7230
352,2013.470_001,1,,5428,7230
356,2013.441_001,1,,5428,7230
357,2013.461_001,1,,7230,5428
360,2013.486_001,1,,5428,7230
361,2013.375_001,1,,5428,7230
363,2013.370_001,1,,5390,7180
364,2013.396_001,1,,5428,7230
367,2013.347_001,1,,5428,7230
368,2013.386_001,1,,5428,7230
370,2013.472_001,1,,7230,5428
371,2013.360_001,1,,7230,5428
373,2013.496_001,1,,7230,5428
374,2013.383_001,1,,7230,5428
376,2013.471_001,1,,5428,7230
377,2013.480_001,1,,7230,5428
378,2013.501_001,1,,5428,7230
381,2013.331_001,1,,5428,7230
385,2013.430_001,1,,5428,7230
386,2013.289_001,1,,7230,5428
389,2013.449_001,1,,7230,5428
393,2013.456_001,1,,7230,5428
396,2013.444_001,1,,7230,5428
398,2013.491_001,1,,7230,5428
399,059.2007_001,1,,5428,7230
401,2013.483_001,1,,5428,7230
402,060.2007_001,1,,7230,5428
405,2013.364_001,1,,7230,5428
406,061.2007_001,1,,7230,5428
408,2013.385_001,1,,7230,5428
409,2013.384_001,1,,5390,7180
410,2013.502_001,1,,5428,7230
411,2013.316_001,1,,7230,5428
413,2013.463_001,1,,7230,5428
415,2013.417_001,1,,7098,5328
417,2013.399_001,1,,5340,7114
419,2013.452_001,1,,5428,7230
422,2013.402_001,1,,5428,7230
424,2013.323_001,1,,5428,7230
426,2013.434_001,1,,5428,7230
428,2013.380_001,1,,5338,7112
430,2013.327_001,1,,5428,7230
432,2013.436_001,1,,5428,7230
434,2013.468_001,1,,5320,7086
436,2013.339_001,1,,5428,7230
438,2013.474_001,1,,5428,7230
440,2013.367_001,1,,5402,7196
442,2013.337_001,1,,5428,7230
560,2013.371_001,1,,5428,7230
561,2013.467_001,1,,5402,7196
562,2013.369_001,1,,7230,5428
563,2013.431_001,1,,7230,5428
564,2013.457_001,1,,7230,5428
565,2013.392_001,1,,5428,7230
566,2013.448_001,1,,7230,5428
567,2013.493_001,1,,5428,7230
1420,1960.250_001,1,,5385,54364
1705,1963.172_001,1,,7423,4219
3126,1981.058_001,1,,7230,5428
3127,1981.059_001,1,,7230,5428
5350,2004.055_001,1,,7230,5428
5460,2005.008_001,1,,3959,7329
5608,2007.038_001,1,,7206,5410
4644,,1,,0,0
4484,,1,,0,0
569,2013.065_001,1,,7230,5428
4114,,1,,0,0
3745,,1,,0,0
3743,,1,,0,0
3744,,1,,0,0
1984,1966.007_001,1,,8909,6676
2890,1976.019_001,1,,6732,8984
5570,2006.065_005,0,2006.065_005_cd.jpg,5412,7216
3738,,1,,0,0
4504,,1,,0,0
4385,,1,,0,0
5570,2006.065_004,0,2006.065_004_cd.jpg,5412,7216
4487,,1,,0,0
3172,,1,,0,0
4111,,1,,0,0
4102,,1,,0,0
6552,,1,,0,0
4113,,1,,0,0
4098,,1,,0,0
4110,,1,,0,0
3247,,1,,0,0
4149,,1,,0,0
6480,2013.202_001,1,primary,6631,4648
4144,,1,,0,0
4116,,1,,0,0
4106,,1,,0,0
6559,,1,,0,0
6736,2009.067_001,1,,8037,6256
6558,,1,,0,0
4088,1995.032_001,1,primary,4211,4957
4119,,1,,0,0
4115,,1,,0,0
616,1949.001_001,1,primary,4693,6499
4518,,1,,0,0
4399,,1,,0,0
3791,,1,,0,0
4485,,1,,0,0
4123,1995.070_001,1,,6613,6886
4394,,1,,0,0
4672,,1,,0,0
6924,,1,,0,0
4552,,1,,0,0
4092,,1,,0,0
4124,,1,,0,0
4117,,1,,0,0
4478,,1,,0,0
7497,034.2011_001,1,,6666,4992
4503,,1,,0,0
5258,,1,,0,0
4648,,1,,0,0
4621,,1,,0,0
4641,,1,,0,0
4642,,1,,0,0
5261,,1,,0,0
5259,,1,,0,0
4649,,1,,0,0
5260,,1,,0,0
4647,,1,,0,0
5278,,1,,0,0
4698,,0,right panel,0,0
4698,,0,center panel,0,0
4698,,0,left panel,0,0
4676,,0,verso,0,0
4676,,0,3/4 view of proper right,0,0
4676,,1,recto,0,0
4145,,0,verso,0,0
4145,,0,3/4 view of proper right,0,0
4145,,1,recto,0,0
6770,,1,,0,0
6436,,0,,0,0
6436,,0,,0,0
2850,1975.200_001,1,,8984,6732
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
5570,2006.065_003,0,2006.065_003_cd.jpg,5412,7216
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,0,,0,0
6436,,1,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
